ID	ZT00	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21
FBgn0000404	0.567	0.481	8.174	0.334	0.608	0.328	0.551	0.572
FBgn0000405	0.077	0.384	15.053	0.546	0.359	0.895	0.158	0.333
FBgn0000406	1197.618	912.477	747.783	664.429	1278.684	1029.72	988.9	1328.047
FBgn0000411	6.366	6.387	2.479	6.288	6.027	1.951	6.502	6.582
FBgn0000412	74.526	73.025	65.7	91.172	69.775	48.505	77.248	74.161
FBgn0000414	35.65	35.9	7.576	32.512	28.059	3.904	38.402	35.666
FBgn0000414	35.516	36.273	7.381	32.704	28.09	3.882	39.068	36.087
FBgn0000414	34.394	34.822	7.324	31.689	27.233	5.358	37.354	34.637
FBgn0000414	36.187	36.581	7.76	32.951	28.367	4.016	38.698	36.019
FBgn0000416	460.862	431.674	500.838	343.524	365.758	237.908	406.038	424.378
FBgn0000416	462.601	433.093	503.099	346.535	367.944	244.174	406.578	424.626
FBgn0000422	71.996	87.604	14.246	91.687	88.211	55.524	87.604	86.455
FBgn0000422	90.218	107.334	18.537	115.94	109.718	73.716	107.969	106.919
FBgn0000427	0	0	0.225	0.085	0.039	0	0.03	0.01
FBgn0000427	0	0	0.325	0.132	0.04	0	0.046	0.015
FBgn0000427	0	0	0.212	0.086	0.039	0	0.03	0.01
FBgn0000442	2.321	2.924	12.808	3.954	3.343	3.885	3.862	3.831
FBgn0000448	3.047	4.194	0.692	8.651	3.841	2.046	5.946	4.605
FBgn0000451	0.099	0.334	8.454	0.232	0.246	0.455	0.242	0.715
FBgn0000451	0.128	0.156	3.321	0.201	0.122	0.197	0.279	0.367
FBgn0000454	70.358	81.724	148.232	96.806	110.638	50.756	56.242	60.109
FBgn0000455	25.624	27.359	49.457	28.694	27.77	29.921	29.579	31.127
FBgn0000459	5.571	4.486	3.3	6.741	5.91	2.796	8.489	9.177
FBgn0000463	0.958	1.102	1.508	2.577	1.997	0.904	2.224	1.851
FBgn0000464	19.9	24.28	2.899	29.615	21.884	3.006	30.699	26.775
FBgn0000464	21.254	26.19	3.026	30.74	23.681	6.299	32.004	27.931
FBgn0000477	66.281	59.51	67.947	73.31	69.156	136.647	103.194	101.679
FBgn0000479	9.288	10.477	4.884	11.378	9.271	11.063	11.847	10.523
FBgn0000479	12.976	14.387	9.595	16.815	13.306	11.406	19.488	16.999
FBgn0000479	9.716	10.44	7.921	14.254	9.764	9.967	14.913	13.371
FBgn0000479	14.003	15.463	10.144	18.214	14.025	12.813	21.187	18.119
FBgn0000479	9.614	10.748	4.986	12.022	9.402	10.822	12.112	10.942
FBgn0000479	8.779	9.799	4.543	10.961	8.548	10.22	11.063	9.959
FBgn0000479	9.708	10.373	7.893	14.123	9.693	9.875	14.886	13.336
FBgn0000479	12.532	13.849	9.501	17.222	12.812	11.035	19.884	16.988
FBgn0000489	42.279	37.782	61.531	35.063	35.732	20.333	41.398	48.702
FBgn0000490	10.305	10.488	7.773	6.495	7.542	2.374	6.959	6.457
FBgn0000490	9.482	9.636	6.92	5.87	6.87	2.051	6.463	5.964
FBgn0000499	21.263	22.363	24.46	28.341	20.779	7.045	20.894	21.094
FBgn0000500	150.256	174.791	0.604	224.521	196.11	637.312	241.933	201.276
FBgn0000504	6.846	8.202	10.548	13.287	10.57	3.56	8.376	10.906
FBgn0000524	2.916	3.79	3.985	5.59	4.261	1.248	4.814	4.24
FBgn0000535	0.677	1.413	0.094	1.46	1.47	0.782	4.083	2.366
FBgn0000536	41.122	47.311	28.602	47.244	55.938	27.229	40.918	49.173
FBgn0000536	72.359	82.917	52.755	78.112	97.749	52.633	68.998	84.744
FBgn0000536	67.621	77.57	49.299	70.529	91.515	50.709	64.421	79.102
FBgn0000536	74.811	85.448	54.366	79.99	100.847	54.613	71.077	87.399
FBgn0000541	8.309	10.498	5.425	10.506	10.216	2.054	14.211	11.29
FBgn0000541	8.88	11.204	5.741	11.237	10.882	2.219	15.156	12.036
FBgn0000542	1.484	1.166	1.459	1.44	1.584	1.697	2.303	1.95
FBgn0000547	8.29	9.987	5.195	11.96	10.092	3.967	14.223	11.502
FBgn0000547	9.077	10.793	6.004	14.587	11.098	1.603	16.433	13.206
FBgn0000557	394.647	395.603	141.246	413.975	370.564	112.727	350.15	384.327
FBgn0000560	0.355	0.631	3.006	0.669	0.812	1.972	0.756	0.726
FBgn0000560	0.344	0.611	2.682	0.648	0.786	1.909	0.732	0.703
FBgn0000564	2.658	9.942	0	19.457	12.549	62.124	10.51	4.051
FBgn0000565	70.117	68.522	93.746	70.185	163.087	250.772	106.778	129.216
FBgn0000565	76.837	74.564	102.06	75.693	178.273	277.394	116.696	141.039
FBgn0000565	69.607	66.964	89.789	69.29	158.85	252.778	103.752	125.603
FBgn0000565	78.594	75.408	101.166	78.569	179.883	287.656	117.191	142.123
FBgn0000567	4.5	4.455	3.475	5.657	3.814	2.62	4.805	4.101
FBgn0000567	4.835	4.812	3.434	6.527	4.166	3.206	5.623	4.399
FBgn0000568	39.565	40.362	29.793	53.374	37.059	2.8	43.533	48.67
FBgn0000568	32.601	33.326	24.408	44.133	30.707	2.105	36.182	40.647
FBgn0000577	2.01	1.945	4.131	3.349	3.02	1.935	2.226	3.13
FBgn0000577	1.774	1.717	3.708	2.956	2.666	1.709	1.965	2.783
FBgn0000578	7.809	8.633	7.635	15.408	10.872	1.035	11.012	10.296
FBgn0000578	7.004	7.702	6.762	13.771	9.645	0.925	9.842	9.174
FBgn0000579	375.428	398.061	419.588	449.265	531.856	399.245	418.71	432.139
FBgn0000579	327.92	346.174	364.127	392.086	464.955	323.14	364.019	376.912
FBgn0000579	388.189	411.493	434.243	464.313	550.002	412.816	432.866	446.828
FBgn0000579	321.199	341.42	358.684	383.574	456.177	368.229	359.038	369.931
FBgn0000581	7.419	8.304	7.75	8.806	8.998	1.843	12.02	10.499
FBgn0000581	6.913	7.964	6.755	8.098	8.22	2.475	10.996	9.641
FBgn0000581	7.373	8.282	7.711	8.803	8.966	1.831	12.008	10.517
FBgn0000581	7.082	8.198	6.931	8.249	8.43	2.564	11.172	9.784
FBgn0000591	0	0	0	0	0.096	0	0	0.072
FBgn0000592	241.839	261.234	399.998	269.778	297.313	300.191	207.045	258.066
FBgn0000594	2.078	1.828	1.526	2.515	1.526	2.196	2.186	2.427
FBgn0000606	0.074	0	0.61	0.346	0.105	0	0.06	0.198
FBgn0000611	38.781	44.548	27.485	43.427	41.862	7.611	50.4	47.584
FBgn0000615	1.239	1.778	153.552	1.275	2.045	1.253	1.773	1.54
FBgn0000618	16.494	13.557	13.847	12.611	16.193	49.557	15.009	17.185
FBgn0000625	2.651	3.418	3.815	6.421	4.593	0.901	4.082	3.732
FBgn0000625	2.681	3.446	3.915	6.59	4.686	0.925	4.19	3.788
FBgn0000633	6.148	7.244	1.17	10.325	7.822	2.737	7.935	7.39
FBgn0000635	24.449	28.614	21.309	28.423	27.334	3.47	37.482	34.408
FBgn0000635	22.861	27.314	18.756	27.174	26.118	1.39	34.323	31.544
FBgn0000635	23.388	27.889	19.188	27.729	26.658	1.426	35.131	32.29
FBgn0000636	20.605	18.838	24.843	18.515	21.195	4.154	16.854	17.029
FBgn0000636	28.48	26.699	34.905	24.261	27.901	2.235	22.34	22.638
FBgn0000636	22.612	20.642	27.456	20.917	23.119	4.692	18.324	18.636
FBgn0000636	26.806	24.506	35.89	24.57	25.576	5.722	20.218	21.01
FBgn0000659	4.624	5.844	16.745	7.253	5.368	0.436	6.201	6.479
FBgn0000662	34.417	39.423	20.038	37.446	36.535	19.453	38.376	37.645
FBgn0000667	34.516	45.451	67.146	48.808	39.9	9.419	41.187	46.62
FBgn0000667	30.992	40.17	56.99	42.919	35.575	9.863	36.367	40.864
FBgn0000667	33.851	44.003	63.904	47.27	38.896	8.988	39.738	45.154
FBgn0000709	8.626	10.155	8.874	10.783	8.707	4.197	10.787	10.778
FBgn0000711	38.218	41.499	16.275	41.546	36.556	26.678	41.768	43.494
FBgn0000719	19.291	23.919	6.447	16.209	17.617	5.156	21.093	18.385
FBgn0000719	14.409	17.669	4.692	11.533	12.906	3.494	15.758	13.662
FBgn0000719	16.678	20.336	5.458	13.202	14.905	4	18.254	15.766
FBgn0000719	13.265	16.179	4.719	11.577	12.298	3.363	14.386	12.461
FBgn0000721	56.649	47.309	47.607	43.028	45.884	20.756	41.163	44.953
FBgn0000721	57.674	45.012	56.46	49.446	51.16	17.475	45.611	49.35
FBgn0000721	55.88	46.611	47.094	42.215	45.133	20.425	40.551	44.439
FBgn0000721	50.506	42.278	42.338	37.982	40.674	18.267	36.779	40.133
FBgn0000721	60.634	47.333	59.512	52.077	53.798	18.493	47.519	51.868
FBgn0000721	57.095	47.685	47.889	43.175	46.198	21.144	41.404	45.315
FBgn0000723	38.725	42.431	29.629	30.729	32.171	17.821	35.276	34.611
FBgn0000808	0.268	0.252	0.755	0.252	0.382	0	0.394	0.403
FBgn0000927	0.6	0.53	1.53	0.651	0.823	0	0.415	0.893
FBgn0000996	2.025	1.94	3.138	1.406	2.015	0.767	2.308	2.392
FBgn0001079	5.797	5.574	4.049	7.857	5.984	2.913	6.314	6.489
FBgn0001083	2.339	2.331	1.024	3.462	3.584	1.943	3.439	2.826
FBgn0001084	3.798	5.114	2.996	4.899	4.505	2.265	3.557	4.216
FBgn0001084	4.145	5.582	3.27	5.347	4.917	2.472	3.882	4.602
FBgn0001085	2.57	2.824	0.987	3.055	2.415	1.251	3.32	2.706
FBgn0001086	0.88	1.108	8.629	1.462	0.776	3.829	0.466	0.473
FBgn0001087	29.014	29.164	11.377	27.233	23.176	5.651	29.793	27.678
FBgn0001087	29.334	29.63	11.71	27.19	23.462	5.75	29.929	27.927
FBgn0001091	317.682	336.737	300.315	373.607	439.649	442.704	329.471	342.845
FBgn0001092	338.768	411.418	364.706	476.607	568.339	501.015	423.939	411.363
FBgn0001092	354.978	431.077	382.113	499.164	595.552	525.099	444.01	430.976
FBgn0001098	355.928	332.842	206.706	400.621	297.063	125.724	281.246	310.666
FBgn0001098	303.386	286.591	182.785	340.346	254.943	145.014	237.035	266.714
FBgn0001099	7.137	7.955	43.833	3.316	7.424	14.255	4.252	6.349
FBgn0001105	37.526	41.559	29.887	40.753	37.542	41.538	50.737	46.884
FBgn0001105	51.611	52.216	47.435	68.643	52.838	39.868	74.75	68.216
FBgn0001105	39.653	43.885	31.748	43.205	39.834	43.647	53.408	49.567
FBgn0001105	37.598	41.638	29.962	40.81	37.637	41.783	50.791	47.025
FBgn0001112	5.99	6.476	45.117	9.228	5.525	3.461	7.641	11.467
FBgn0001114	103.697	113.008	63.167	132.635	137.028	84.606	163.08	178.473
FBgn0001122	29.598	37.843	9.203	38.733	33.088	2.352	45.659	37.256
FBgn0001122	30.012	38.602	7.874	33.3	32.88	7.868	42.33	35.427
FBgn0001122	30.147	38.581	9.31	39.513	33.754	2.399	46.539	38.032
FBgn0001122	27.539	34.19	8.653	33.281	30.262	1.34	40.168	32.738
FBgn0001123	57.623	62.303	35.636	62.914	56.194	41.5	55.727	52.047
FBgn0001123	51.093	55.32	31.611	56.006	50.193	37.114	49.416	46.197
FBgn0001125	598.396	565.158	430.014	233.303	454.577	408.394	406.555	479.046
FBgn0001125	647.106	612.004	462.314	249.322	493.979	406.615	434.554	515.086
FBgn0001128	151.82	140.507	266.08	410.002	394.899	443.658	176.454	187.219
FBgn0001128	166.321	153.231	278.608	416.255	408.783	426.568	190.523	202.299
FBgn0001128	156.197	143.829	275.683	405.868	395.556	362.752	177.111	191.968
FBgn0001133	17.327	16.425	15.322	19.092	16.992	20.024	15.653	14.567
FBgn0001137	15.836	19.451	20.869	19.549	19.734	16.143	18.026	15.543
FBgn0001138	2.369	2.754	0.423	3.245	2.419	0.139	2.428	2.564
FBgn0001138	2.099	2.467	0.461	3.331	2.221	0.351	2.358	2.448
FBgn0001139	29.202	30.179	24.561	33.395	29.36	10.048	33.483	31.338
FBgn0001139	33.316	34.327	29.722	40.573	33.636	4.283	39.318	37.002
FBgn0001139	32.559	33.458	28.98	39.644	32.978	4.328	38.402	36.268
FBgn0001139	32.797	33.582	29.169	40.122	33.377	4.309	38.489	36.37
FBgn0001139	33.117	33.91	29.485	40.556	33.713	4.355	38.905	36.707
FBgn0001139	33.416	34.616	29.97	41.039	33.753	4.646	39.664	37.254
FBgn0001145	860.365	898.052	331.955	866.322	833.164	725.274	855.693	932.275
FBgn0001148	0.063	0.033	2.202	0	0.135	0	0	0.714
FBgn0001149	511.286	496.186	801.341	373.298	470.862	866.119	377.522	411.372
FBgn0001149	741.504	720.071	1158.919	530.69	680.814	1215.744	543.435	593.334
FBgn0001168	36.278	26.218	65.207	57.049	37.7	23.223	35.126	50.137
FBgn0001168	33.536	24.705	60.236	52.667	35.034	21.269	32.425	46.586
FBgn0001169	2.957	4.01	3.335	4.61	4.664	1.828	4.907	4.012
FBgn0001179	8.392	9.488	7.981	6.387	8.724	6.275	7.032	7.101
FBgn0001180	1.849	1.812	2.475	1.985	1.622	0.3	1.858	1.693
FBgn0001186	180.532	178.393	126.696	138.995	158.742	47.86	122.395	138.912
FBgn0001189	14.604	17.048	21.352	15.696	15.047	9.966	15.273	16.233
FBgn0001202	40.421	45.755	17.961	44.552	42.193	28.904	40.589	40.713
FBgn0001206	2.305	2.637	1.911	2.92	2.152	0.82	2.846	2.217
FBgn0001208	847.713	768.345	240.241	306.495	380.871	458.764	495.603	534.854
FBgn0001208	974.964	870.796	275.992	344.31	434.568	489.678	558.779	610.167
FBgn0001215	121.575	128.164	132.199	142.451	135.848	33.5	111.742	116.264
FBgn0001216	5.002	5.767	64.303	8.965	7.993	5.725	6.897	6.507
FBgn0001216	5.973	7.225	55.824	9.306	8.699	6.4	7.442	6.85
FBgn0001217	16.089	18.106	98.421	17.642	15.826	11.408	14.441	12.66
FBgn0001218	131.863	146	209.771	257.122	241.46	170.247	187.655	134.174
FBgn0001218	139.038	153.948	221.238	270.925	254.553	179.598	197.767	141.38
FBgn0001223	42.648	56.919	97.698	54.774	49.835	182.055	33.728	42.828
FBgn0001225	21.804	35.038	115.278	45.71	44.395	49.896	20.307	23.278
FBgn0001227	11.739	11.941	4.002	17.663	12.083	14.874	14.183	11.6
FBgn0001228	0.131	0.614	24.158	0	0.56	0	0.427	0.422
FBgn0001228	0.178	0.649	24.905	0	0.381	0	0.582	0.478
FBgn0001230	12.77	16.491	26.855	28.519	25.736	9.624	13.17	13.013
FBgn0001233	152.135	195.427	276.837	618.422	424.548	348.456	196.028	203.247
FBgn0001235	14.324	16.113	5.468	19.567	17.487	10.097	24.567	21.777
FBgn0001235	9.472	11.309	3.646	11.716	11.534	8.888	14.58	13.128
FBgn0001248	351.467	296.918	383.07	246.355	353.471	236.841	261.13	469.867
FBgn0001248	407.857	344.043	446.967	287.843	410.259	270.408	300.52	541.187
FBgn0001248	366.246	309.573	400.262	256.9	368.563	246.98	272.395	490.094
FBgn0001248	439.053	369.939	483.754	310.325	442.277	296.896	322.325	578.389
FBgn0001248	371.791	313.662	407.425	261.467	373.045	252.848	274.638	494.655
FBgn0001250	13.741	15.251	19.167	20.544	20.317	8.48	24.055	21.074
FBgn0001250	13.612	15.084	18.951	20.302	20.2	8.345	23.804	20.932
FBgn0001250	13.303	14.756	18.57	19.889	19.67	8.292	23.259	20.411
FBgn0001253	0.305	0.689	0.112	0.717	0.544	0.156	1.011	0.564
FBgn0001253	0.308	0.695	0.113	0.723	0.549	0.158	1.02	0.57
FBgn0001254	0	0.126	0.1	0.284	0.043	0.279	0.099	0.098
FBgn0001255	0.567	0.592	1.489	0.889	1.012	2.184	0.696	0.813
FBgn0001256	3.389	1.443	0.148	4.615	1.082	2.473	2.48	2.733
FBgn0001257	112.209	61.786	50.994	17.544	34.611	25.549	15.787	23.59
FBgn0001257	107.485	62.325	55.854	22.674	36.354	13.559	18.423	23.718
FBgn0001258	40.191	44.71	122.424	38.615	64.241	26.591	43.665	55.024
