ID	ZT24	ZT28	ZT32	ZT36	ZT40	ZT44	ZT48	ZT52	ZT56	ZT60	ZT64	ZT68
ENSDART00000000392	26.0733	23.29	14.1822	36.9031	27.1653	122.4611	17.5383	15.2488	17.0082	23.5452	56.2705	14.1441
ENSDART00000000486	88.5716	154.3478	127.4456	75.0921	38.4187	55.9536	76.5473	66.8272	99.8914	135.7323	64.7444	116.2165
ENSDART00000000488	42.2671	52.12	26.5031	29.5745	33.9899	33.1667	52.1078	38.8251	22.9611	183.0841	102.58	60.419
ENSDART00000000552	175.301	97.4133	262.9114	190.5114	214.1347	355.072	193.2099	230.0432	383.0874	418.5886	765.1759	294.8346
ENSDART00000000564	1086.0764	1194.502	1370.3945	1098.7732	915.4605	700.1247	1158.5126	1010.7958	1080.9252	428.8797	612.6281	820.4986
ENSDART00000000566	365.3544	720.3984	480.2554	601.1619	628.3885	702.8752	620.244	601.1523	356.4175	170.6833	494.053	251.7849
ENSDART00000000670	809.091	1392.6848	578.3935	1147.6347	1424.4841	751.1881	974.3304	945.6325	477.9716	215.1109	672.517	919.7339
ENSDART00000000678	23.3617	19.2364	11.5967	15.3319	20.2111	189.8575	19.5641	23.1426	19.1593	146.953	65.4757	33.5366
ENSDART00000000693	542.4586	890.0665	770.5638	595.2021	347.351	571.5626	630.9097	586.5264	1007.8907	391.0517	385.957	359.3498
ENSDART00000000698	888.8273	1009.1475	1507.6124	1008.6362	2846.3554	779.8682	1048.3628	794.1921	1652.801	995.5618	936.0353	854.5846
ENSDART00000000744	127.811	56.3539	91.7196	145.5962	179.254	110.1745	160.1666	135.0809	130.7673	167.4814	105.1031	192.7252
ENSDART00000000804	18.7485	37.4809	13.5092	24.8873	41.0708	57.3178	33.3234	38.1663	28.4703	26.5647	39.3757	15.9655
ENSDART00000000831	156.1101	218.891	282.6598	197.5473	197.1591	162.035	139.6581	208.1836	261.6105	127.715	116.5967	113.6106
ENSDART00000000876	75.3567	40.289	41.1904	40.4841	53.105	58.5122	58.1773	65.9074	56.0358	20.8727	56.9516	37.7749
ENSDART00000000877	15.9471	52.4102	8.3453	11.8159	12.5194	20.3911	17.873	10.3437	9.3131	40.7755	11.8238	11.8483
ENSDART00000000887	363.3604	229.1451	636.2647	503.9135	747.1271	240.7669	243.998	355.0304	524.8158	213.4522	205.1931	110.9196
ENSDART00000000948	314.4074	233.3382	718.8023	52.3211	61.3126	36.0098	281.0768	184.2799	318.5998	65.6393	32.8052	23.5899
ENSDART00000000992	66.2099	76.2708	741.1727	52.5238	392.2037	3650.9618	82.3278	76.3309	153.8833	326.2933	3956.3085	195.1938
ENSDART00000001053	151.5367	188.2123	58.1319	205.0547	140.6964	140.4475	212.9829	132.1799	147.1275	41.2423	54.7684	100.0564
ENSDART00000001092	596.6831	1121.3018	423.6611	1125.3558	939.4747	812.2463	676.4928	783.5269	373.8048	322.2738	1071.6465	738.6598
ENSDART00000001102	58.6427	20.5753	26.5729	42.0657	79.1583	134.5632	31.5483	33.563	42.7625	18.1496	73.4788	47.1649
ENSDART00000001148	14.398	18.949	14.493	29.1705	21.0755	23.2051	32.1976	70.539	11.6002	15.5244	26.6346	23.591
ENSDART00000001159	194.0311	96.267	153.4467	460.3365	167.454	145.456	298.3238	354.9696	689.1655	220.4615	204.2015	194.7809
ENSDART00000001201	551.0462	1164.6104	1222.1212	471.6845	466.2477	439.1523	837.675	972.2769	1333.3688	1218.9542	286.4158	393.4432
ENSDART00000001253	166.2888	173.4014	572.5198	336.7035	575.5871	473.2494	396.1697	136.1571	676.7863	682.2522	287.9879	107.6604
ENSDART00000001313	97.2063	739.882	294.442	125.8701	113.5189	289.3514	172.1219	264.5135	162.0363	461.2452	255.384	208.163
ENSDART00000001318	707.1853	656.6017	1537.8779	892.6627	739.2152	731.0006	911.3129	1152.0118	1636.8261	1720.6495	510.938	1071.2949
ENSDART00000001331	277.2416	241.2846	607.2216	320.0798	217.6971	186.5113	257.066	285.7983	504.997	547.0082	135.3363	92.0128
ENSDART00000001359	125.5216	106.1535	168.7071	146.4179	225.7703	80.0783	132.3478	94.5476	169.7713	65.9078	56.1752	107.7353
ENSDART00000001376	466.8221	622.0087	1127.3482	651.9213	478.3207	543.5923	368.477	608.5726	963.5478	1050.5199	415.7425	538.6332
ENSDART00000001424	131.9313	328.5772	344.0397	161.4829	172.3731	199.8862	174.3541	225.694	308.0111	172.4668	158.6477	219.608
ENSDART00000001444	20.6821	23.7456	33.0691	124.2578	144.2913	299.8993	25.7898	12.4099	15.1729	18.2971	254.105	48.2841
ENSDART00000001649	229.4565	57.7307	35.547	28.6184	620.9702	29.0197	166.8893	51.4889	55.9155	93.2424	625.8107	32.3891
ENSDART00000001678	191.9826	243.4152	119.2008	176.5586	326.871	190.6273	319.1806	180.4267	227.8267	47.0681	191.6281	259.0051
ENSDART00000001691	36.6947	60.1385	26.024	87.8547	30.8435	118.8538	35.227	25.996	65.0064	27.8468	60.1583	136.5699
ENSDART00000001737	109.4376	85.2639	71.169	44.3233	195.6592	69.1671	60.8978	83.5272	120.296	66.7507	81.3517	231.7882
ENSDART00000001755	37.2124	52.3106	85.7519	32.4876	55.5137	68.9048	24.2673	47.3538	55.2155	156.2299	74.9994	51.7851
ENSDART00000001795	917.7744	1175.6411	205.63	736.205	780.0275	743.883	1017.9529	642.472	210.189	226.8946	510.9553	529.8122
ENSDART00000001803	277.1413	233.1346	352.8938	283.9849	400.9048	257.0183	307.4774	181.9512	341.2062	155.7716	147.6721	148.3601
ENSDART00000001805	41.2299	51.8187	41.6755	35.8192	44.7098	123.4733	39.8707	32.1435	44.9007	126.826	111.0697	58.7385
ENSDART00000001821	44.5937	27.9183	57.6011	21.8764	42.6904	25.0813	47.9359	33.1274	27.4678	54.4343	25.5167	25.3116
ENSDART00000001830	4169.2982	2670.1229	5554.1983	4037.9597	2726.581	3315.9089	3900.5062	4359.2675	5416.3399	3928.3432	2137.4828	4395.3068
ENSDART00000001861	673.0772	2575.0437	3554.8904	4999.8034	2258.15	3863.2855	2321.348	4950.0984	5379.504	2362.2581	3465.8516	1703.6542
ENSDART00000001907	856.1285	515.3567	255.7727	437.7716	635.1955	311.9188	387.8679	325.2544	400.5742	103.3003	307.1988	321.7723
ENSDART00000001930	421.2965	428.3946	1100.6035	792.8407	2040.3186	520.5983	735.7946	676.7957	1114.2193	197.4569	555.6213	446.1004
ENSDART00000002027	162.568	39.6204	90.586	61.8962	121.5613	113.1844	187.2481	121.9648	224.0868	105.5764	104.1724	71.2947
ENSDART00000002029	1186.2257	930.4101	979.8109	1025.6735	799.152	789.4031	904.7782	1075.2805	1500.4206	483.1166	746.4562	1339.6441
ENSDART00000002046	28.801	23.4554	39.9735	29.8136	19.8801	22.7063	32.2274	18.6765	16.2737	60.0211	27.1561	219.4514
ENSDART00000002053	100.1637	284.8594	178.6244	159.0635	101.7265	217.306	118.6135	173.6686	131.5453	109.665	60.2671	108.2878
ENSDART00000002055	45.1695	61.8206	36.4408	37.0214	20.8254	41.7938	43.0875	50.098	52.6673	152.2912	79.8995	76.267
ENSDART00000002075	1942.879	1445.9159	2020.748	1110.7943	1879.9986	883.5493	1134.724	1171.5878	1563.4274	631.9181	207.9102	839.4923
ENSDART00000002078	55.1705	23.8369	77.3863	64.2831	46.8222	90.3632	56.6036	81.0451	113.4467	258.2448	144.9319	82.1314
ENSDART00000002094	37.2841	30.607	47.0055	21.8277	25.8679	82.6924	31.2582	43.8833	57.457	92.4807	134.4908	73.7486
ENSDART00000002095	1246.4565	1623.7874	1376.7663	1677.4649	1114.9026	853.3713	1323.7649	1184.778	1233.1437	170.9023	541.3534	1201.8892
ENSDART00000002096	29.4655	80.0513	21.6161	46.1277	111.3987	197.9756	51.7611	36.5628	27.0448	62.851	112.6221	20.1335
ENSDART00000002118	1730.5931	3045.7819	2014.7154	1576.9582	582.4247	1442.295	1895.3103	1856.8347	1615.6718	450.2667	643.0891	1781.4543
ENSDART00000002128	30.1361	25.5115	63.6255	25.6079	57.1786	26.0806	33.1106	26.7411	41.6367	24.8478	35.0709	88.714
ENSDART00000002164	81.4499	116.8084	72.0717	84.0514	92.3305	132.0365	103.8611	71.2829	96.7487	128.8707	97.5903	138.1593
ENSDART00000002166	45.6411	49.2329	98.0884	30.2551	185.5944	378.3582	38.7207	33.2184	54.8715	53.3257	223.4586	62.7945
ENSDART00000002176	116.5515	111.3449	42.4634	114.9877	66.1018	187.5706	49.3531	50.6747	24.619	74.7693	129.3622	80.4897
ENSDART00000002186	345.2704	123.5812	107.3358	424.5963	498.0276	308.9757	437.3455	514.3915	309.5912	78.767	200.9104	422.3351
ENSDART00000002217	23.3782	42.4225	19.9958	51.8793	30.0827	15.0087	47.7186	44.3484	46.6697	58.8344	50.1603	85.1455
ENSDART00000002221	4129.0499	1104.0362	1069.1605	2498.0345	1163.3554	1126.3787	1600.0559	878.4307	1359.6071	329.9282	393.5605	1322.6027
ENSDART00000002231	7066.7025	6109.2889	5123.7895	6869.9305	3624.532	5322.966	9324.0602	6918.3626	4889.3114	2128.886	4314.6024	8057.0037
ENSDART00000002232	47.4853	54.7849	32.5229	56.394	51.7867	36.8204	48.7649	55.6376	50.6926	69.5769	46.7916	70.7331
ENSDART00000002233	12.0806	18.7222	15.2599	13.0088	15.4657	19.4091	21.9158	23.2648	28.2559	31.5485	19.4381	15.0369
ENSDART00000002241	178.7056	218.5643	195.0782	252.2693	160.5587	195.9167	231.2284	170.235	148.595	132.2169	129.5447	225.619
ENSDART00000002242	14657.0324	13404.6233	21297.8805	14603.8401	8278.6366	14398.4169	13430.94	14923.8965	16457.2053	23387.1177	14498.7676	3571.9133
ENSDART00000002244	546.269	534.5096	739.8172	447.1448	381.4655	293.1252	290.9127	422.8337	792.7279	943.4506	257.5055	385.3502
ENSDART00000002247	968.9618	1240.2272	660.0951	1178.5775	847.1532	956.6121	1029.2878	1029.4669	907.28	424.2262	673.2686	864.732
ENSDART00000002250	544.7789	451.7846	954.7386	684.7287	594.5322	432.8054	725.2096	688.1708	901.1899	283.013	256.7426	100.5158
ENSDART00000002279	155.9057	73.8421	129.4246	19.9036	396.1179	87.3764	114.9861	51.6565	128.6163	34.5231	122.1554	15.0374
ENSDART00000002309	1426.8545	736.7047	1115.7381	1137.2042	1012.8366	1316.3931	1449.3557	1068.2006	1373.2963	471.3623	720.1869	1617.506
ENSDART00000002318	312.377	331.4153	469.2084	364.9273	371.0732	384.1098	386.9321	398.3929	436.5453	107.2141	388.6864	401.0832
ENSDART00000002341	819.678	929.9379	728.7145	663.7454	3573.3361	1117.644	885.1806	818.08	650.6108	148.3402	920.6818	1261.5542
ENSDART00000002348	40.4624	97.4496	28.8864	43.1597	35.8843	37.6814	42.1116	44.1487	51.8031	62.1781	57.6322	71.6711
ENSDART00000002384	19.0627	30.708	53.4124	9.1368	27.888	27.2487	27.3451	11.4292	28.1346	83.1351	27.9757	39.8308
ENSDART00000002393	126.7287	71.2576	47.1225	38.7377	86.2656	77.5924	38.9431	19.4957	36.8743	97.7728	58.0331	84.6071
ENSDART00000002398	36.6628	37.7168	88.197	33.6851	28.0801	32.1768	19.9108	25.7956	68.8271	53.0255	52.3768	26.0515
ENSDART00000002401	354.0798	174.7136	140.1435	288.8338	210.46	218.1445	280.0999	332.6299	258.9324	75.4001	113.8775	200.3663
ENSDART00000002428	958.3394	418.189	498.5237	702.1835	559.2061	752.7679	577.4862	491.5364	544.7571	434.2749	372.6904	473.0116
ENSDART00000002449	359.0445	402.139	271.4679	304.1962	340.9564	765.6596	334.9935	240.1486	278.4086	111.3516	243.5961	141.6687
ENSDART00000002453	271.2128	174.147	335.6079	171.1891	254.4674	304.8932	238.9905	409.2436	196.2038	190.6829	287.7058	196.1549
ENSDART00000002459	358.451	319.7806	478.0533	298.7741	486.3265	193.1078	392.6261	371.1543	391.3034	198.1571	222.1997	191.9163
ENSDART00000002463	4425.7434	2920.3428	4500.6138	4217.8458	2436.2163	3115.7262	3717.5951	3359.9512	4217.8949	1994.355	1881.3026	3902.9776
ENSDART00000002464	525.8646	603.2222	568.5231	650.4821	1833.4459	546.1984	804.5812	704.973	577.4985	188.781	1166.1977	211.9523
ENSDART00000002465	363.8725	306.5894	285.4149	444.4457	182.7696	554.4103	133.1674	239.8973	181.4726	160.8709	511.1661	170.3524
ENSDART00000002469	6946.1145	6007.5863	7116.6708	6643.9387	7072.44	6283.6688	6819.4382	7150.2196	7857.4356	3983.8118	5846.3305	5116.6862
ENSDART00000002481	153.5771	162.4463	189.4021	151.4095	162.1505	186.2932	154.5874	94.0273	163.7394	236.0071	248.9898	42.3549
ENSDART00000002493	1028.9861	789.4645	944.6119	1691.4789	2371.2848	760.0939	1222.4568	1590.3493	1393.4228	409.5997	929.9558	1354.4573
ENSDART00000002498	611.7943	1031.5072	725.2166	568.8558	496.6626	516.2096	574.8492	768.9731	691.1841	165.2234	232.7965	570.6583
ENSDART00000002501	596.8199	580.656	720.9882	453.4728	490.2072	1216.2699	726.7237	459.9539	756.0328	255.6121	595.7712	379.5768
ENSDART00000002507	53.6363	84.9139	29.0393	69.1895	46.2546	42.293	64.773	45.2366	20.9031	111.0125	43.1546	17.378
ENSDART00000002510	351.8826	535.0588	451.247	741.5321	441.7577	617.8692	388.6005	252.8656	609.3844	408.1654	400.7953	928.9055
ENSDART00000002532	86.5226	103.8336	235.3508	116.8513	150.0983	136.8927	110.6547	104.6262	221.4879	900.5635	173.8326	119.1731
ENSDART00000002545	363.8814	310.5172	521.1224	385.6026	299.1035	375.4523	400.2	465.6204	509.3833	154.8914	316.3621	231.0635
ENSDART00000002554	2307.1092	1863.294	2436.2593	1120.1544	770.0355	1259.0456	2399.7043	2171.0507	2159.708	491.7299	365.9861	935.9862
ENSDART00000002556	1415.9522	498.7976	987.0738	618.3071	813.6403	711.9858	947.6442	868.218	1504.3377	1085.8965	1064.721	884
ENSDART00000002562	198.6324	288.3092	260.6631	201.1154	239.6112	139.4688	172.0992	149.1652	276.0368	208.1864	136.1463	181.0061
ENSDART00000002568	375.9178	490.2332	340.1123	447.6682	564.277	232.883	347.3048	279.847	388.7902	198.7161	183.5616	129.2809
ENSDART00000002571	52.7559	31.4406	51.3126	91.7008	23.5413	52.8619	70.8976	159.0421	204.7552	38.7139	55.7104	150.5023
ENSDART00000002583	154.1052	63.8372	94.3811	177.4221	164.9639	84.2333	141.7172	152.5974	164.9216	19.142	56.904	71.7688
ENSDART00000002595	16365.8701	17649.7625	23109.0796	15734.3509	19027.5343	15474.8092	15535.4387	17718.0889	21679.6304	20581.8373	17169.0703	1683.8482
ENSDART00000002622	471.125	732.317	616.5412	494.6923	1428.4179	621.8158	801.5947	829.5257	967.7466	1032.2492	572.8286	422.561
ENSDART00000002624	422.4055	511.3098	615.6627	744.4478	543.7511	388.9866	585.9277	575.1561	713.2685	394.5939	285.1032	705.7821
ENSDART00000002633	441.5014	307.3754	255.5569	100.2511	441.243	188.6067	204.6283	178.8155	396.4323	350.8182	294.8692	379.4473
ENSDART00000002641	41.5848	61.6149	114.7687	70.4308	54.1687	50.9888	56.5987	57.6293	89.1256	114.1838	63.4291	109.8057
ENSDART00000002661	295.7865	249.7418	338.7671	272.3511	235.2104	217.0748	281.1364	204.1373	413.7593	205.9317	146.3516	164.8094
ENSDART00000002682	559.0995	269.8997	549.9891	488.2979	1197.6684	521.2077	903.7063	439.7785	608.3607	59.6414	287.924	265.1117
ENSDART00000002684	393.1152	565.2753	153.1549	358.9501	245.1568	241.7827	393.9697	287.973	59.0918	135.5057	183.65	226.6247
ENSDART00000002691	42.2458	42.7806	16.5798	45.3441	51.2076	68.0846	83.9446	59.2312	27.4153	28.778	29.3848	24.4206
ENSDART00000002693	368.2487	423.0098	90.0726	425.7645	330.2959	344.0494	454.381	491.8949	75.6519	78.1701	175.6772	170.4311
ENSDART00000002714	2356.9925	1748.9988	1578.014	2971.6143	1496.9325	2186.3223	2401.8679	1815.3037	1083.123	1069.5222	662.7168	762.5829
ENSDART00000002728	329.9633	311.8225	522.686	327.2546	338.6799	331.2196	379.7336	303.4457	530.7347	293.5354	89.7883	313.6793
ENSDART00000002741	52.8777	28.191	43.4988	41.0262	96.48	80.2118	123.2891	108.6549	53.595	68.3446	58.6476	68.9576
ENSDART00000002750	218.7278	350.4606	559.2457	1506.9018	1090.971	3094.6905	190.216	143.199	164.2042	122.6162	1753.0387	335.0935
ENSDART00000002764	211.6973	58.2015	287.0509	190.9824	125.4494	510.591	142.6362	186.825	278.6646	127.2246	354.9868	143.5669
ENSDART00000002767	87.0685	33.9493	125.539	37.2473	60.1037	45.4447	70.9452	31.3131	146.0932	196.0045	170.6345	213.1264
ENSDART00000002770	994.0297	282.1315	712.5134	819.4513	290.958	672.5453	897.0678	1607.8426	1091.084	23.5117	258.214	517.5662
ENSDART00000002773	193.2459	64.5823	503.0546	206.7607	316.179	220.9105	212.2745	236.0823	671.085	961.7891	354.6179	185.3615
ENSDART00000002777	2230.2589	1854.0477	2247.0444	2498.7507	881.1824	2201.4355	2060.4719	1381.3679	1302.8109	228.3753	1076.7463	179.6632
ENSDART00000002778	1347.0637	817.6678	412.6501	1072.3009	1591.0604	706.5555	1063.7514	989.7516	551.3628	155.3306	640.3468	841.962
ENSDART00000002787	36.2064	63.8638	33.3772	54.1835	43.4256	49.7891	95.1881	49.0802	30.0886	33.4473	29.4486	51.8127
ENSDART00000002790	145.7276	138.957	70.7504	115.4856	363.95	113.0835	253.6626	218.8256	109.3408	347.4049	250.5901	210.3298
ENSDART00000002812	74.1059	185.8185	36.4745	73.492	313.1951	122.6816	220.7132	52.3441	41.3325	106.1285	126.9936	68.2507
ENSDART00000002824	507.5772	610.3148	709.28	662.1904	469.614	485.4103	607.5458	837.2327	884.6437	106.3532	550.7288	146.758
ENSDART00000002826	1006.5294	929.414	1628.042	1131.9728	860.2667	668.6092	926.9284	712.5604	1113.9641	517.4483	343.4695	1130.3964
ENSDART00000002834	71.0311	86.3281	59.6623	105.9865	62.6139	77.7625	43.6007	81.5866	80.8789	223.3896	104.8453	90.2513
ENSDART00000002835	1619.8931	730.9272	1152.9031	740.7497	1030.5005	918.8013	880.6096	1147.8959	1215.8366	208.3216	740.6666	985.934
ENSDART00000002846	2975.8499	5208.0797	2580.5722	4083.122	1846.5183	3201.0666	3170.5598	3154.9546	2324.9721	1916.8688	1715.0912	2658.6211
ENSDART00000002851	953.2222	1069.5342	1442.5819	1128.8027	1029.0205	1604.1976	923.3815	1162.3047	1295.9519	989.5261	1549.826	1026.591
ENSDART00000002856	193.6917	71.5163	256.4321	105.39	85.9288	224.4547	122.3076	185.2372	398.8482	1141.7594	860.8458	482.8178
ENSDART00000002863	25.2859	61.5686	45.32	49.7397	61.573	28.0308	36.3306	59.2328	23.4981	123.571	23.9268	16.9829
ENSDART00000002866	232.7589	264.9031	286.3168	377.3569	298.569	220.5257	255.3086	307.0616	387.585	69.5731	69.7849	131.1744
ENSDART00000002867	103.7761	34.8048	63.5518	134.6287	145.7081	166.4176	113.6443	131.7029	218.4957	37.9253	173.2689	163.4624
ENSDART00000002886	815.3502	967.4474	948.8099	965.9722	822.4914	725.6535	647.1691	566.2928	847.5439	692.5703	508.2419	674.7419
ENSDART00000002908	52.9437	46.5724	97.991	74.2988	86.826	46.8489	113.0985	39.7612	89.1097	335.8189	106.0696	233.4577
ENSDART00000002922	430.7294	821.3005	494.9535	602.3854	554.531	580.0846	518.0557	367.3465	560.4929	133.0747	489.9771	209.3038
ENSDART00000002928	77.4315	48.3757	109.1373	99.4719	169.0093	41.9653	180.4349	110.851	130.4861	80.103	55.8474	115.8579
ENSDART00000002930	4259.2657	4126.778	3930.1358	4742.0567	4570.4538	4767.637	4429.5431	3239.4938	3082.7199	1003.6928	2951.5001	2716.1841
ENSDART00000002932	113.7745	144.5501	533.6086	98.7419	551.058	2257.0926	66.6917	62.0287	110.1875	81.3184	1187.2871	313.3443
ENSDART00000002938	326.6684	431.1692	193.4163	336.5381	491.0787	321.9469	262.7463	282.7187	248.7075	69.9505	227.8234	188.871
ENSDART00000002939	1027.7764	1068.2273	1257.8081	892.2165	1059.6087	756.2661	1504.3748	1821.7001	1571.8613	246.2179	518.0501	766.0693
ENSDART00000002945	3066.0714	604.6953	1659.4339	1743.0689	1445.6785	1736.7094	1254.3641	2786.2758	3311.2913	2913.5495	3193.4953	6080.8061
ENSDART00000002949	1790.9465	2149.3976	2504.1104	2352.4029	1693.3716	1431.6635	1394.793	1430.9235	1486.1698	433.4054	535.1353	248.1705
ENSDART00000002953	47.9148	18.7275	92.5087	33.3489	52.5198	75.8092	88.5032	67.9868	52.3555	352.4784	129.6057	351.6414
ENSDART00000002961	48.684	33.4638	277.4387	49.9232	173.093	1891.502	89.6611	34.5071	36.3975	189.984	1426.6568	30.318
ENSDART00000002965	451.3918	250.8648	367.3941	388.0192	989.0271	367.6567	595.4971	563.0312	848.1061	120.2426	483.0856	478.3339
ENSDART00000002974	73.4738	52.4793	44.3242	75.785	104.8808	162.1513	66.5585	122.1094	43.1921	59.8539	110.3886	53.2015
ENSDART00000002985	1287.3677	1325.8014	1847.8418	1106.0254	1061.1889	993.1353	1244.1664	1096.1426	1881.1934	1297.985	1160.5005	1368.8292
ENSDART00000002992	3111.2242	1836.6121	2870.499	3587.9844	2360.413	3520.0594	2733.1596	3023.0069	2424.0973	512.4597	2655.3777	2454.1191
ENSDART00000003001	11812.0686	11261.2995	16420.9867	9538.3657	14969.8105	9593.6931	10474.1764	10789.1535	16281.1193	17485.8081	12944.4299	1283.6757
ENSDART00000003008	11.7571	56.5536	10.9363	888.2909	33.6717	205.4231	90.8261	499.3417	78.8179	56.8819	56.5364	341.537
ENSDART00000003022	160.5473	147.0717	278.827	163.4471	92.4867	207.3484	147.3268	182.1542	224.418	220.2247	146.9852	86.3519
ENSDART00000003031	23.0927	9.3708	10.9656	32.4203	13.3305	19.7721	16.2344	15.5575	15.435	156.1473	31.8836	24.6879
ENSDART00000003035	7002.3639	3206.0429	8514.5006	4292.2038	8677.5514	2977.0413	7483.598	6043.1415	7453.0771	6396.3651	8771.4383	2508.1955
ENSDART00000003040	9108.5143	8446.2144	12201.0369	11146.4283	4537.04	9382.9649	17703.0614	4721.4872	7243.7348	2419.4183	3745.413	5164.8824
ENSDART00000003042	307.454	394.5723	271.6733	292.9906	580.4378	193.3746	298.7248	303.0714	337.5337	387.3066	144.3403	434.5455
ENSDART00000003066	172.5851	119.3221	52.5248	210.817	205.8893	167.0113	239.9455	329.8174	82.2246	46.4898	142.3078	177.926
ENSDART00000003076	48.7034	62.1568	34.6814	24.9301	220.0776	127.4877	37.4157	24.9092	28.3267	66.0268	146.4426	60.8609
ENSDART00000003097	67.0185	124.1739	201.418	66.1118	50.9789	134.6221	58.6624	56.0901	102.6213	119.278	105.0536	148.2877
ENSDART00000003133	2205.7666	1676.3911	2384.6709	2549.4052	2455.5046	1870.8488	1875.5372	3030.7514	2775.9978	824.8801	1001.9324	2041.8947
ENSDART00000003143	1340.0179	1318.1645	1604.5093	1426.1053	1229.5159	1458.4269	1487.035	1396.7397	1562.8698	590.438	1495.8517	1367.1536
ENSDART00000003156	153.0097	224.5982	236.1597	111.4026	64.5825	95.3782	85.7207	118.3249	155.522	254.7926	94.3807	107.4307
ENSDART00000003164	203.993	238.437	143.3773	202.2809	204.0113	209.3003	180.4428	210.8025	120.5242	276.5361	197.1829	259.4703
ENSDART00000003167	2882.6628	3423.9496	3845.2623	2184.2853	2863.5948	2496.6016	3302.7698	3356.4708	4997.2206	4816.7408	1674.8081	3020.1834
ENSDART00000003170	2286.5542	1746.5437	1956.2485	955.1658	495.2952	467.3658	1790.1013	907.367	935.9199	385.152	201.4157	111.6986
ENSDART00000003181	59.6214	56.4287	28.2864	72.6776	22.366	42.4512	41.1867	43.5961	56.4737	28.8802	31.7144	35.8153
ENSDART00000003192	365.7469	470.5341	737.6518	281.6801	343.8084	955.6422	359.9328	419.3586	794.2688	1482.5831	1648.1385	2184.4162
ENSDART00000003193	68.6053	31.3831	67.2236	43.262	73.0338	65.0257	106.1319	40.6629	65.2181	46.3858	33.6485	32.9926
ENSDART00000003195	437.6293	327.4609	424.8584	243.4478	3072.3139	585.5074	485.4707	401.4728	657.0079	214.8629	1015.813	293.5158
ENSDART00000003210	15.0989	23.7577	26.0097	17.8409	15.2187	25.4719	16.6153	25.1785	28.2489	90.8049	18.3474	8.2001
ENSDART00000003211	238.5525	339.4258	469.378	381.9077	240.1534	283.5865	213.63	214.9479	462.0703	65.8545	71.029	136.0363
ENSDART00000003221	1638.2232	1965.9903	2338.8627	1848.9177	1840.2843	2151.6602	2072.3272	1661.8566	2106.4125	1130.4103	1814.2421	916.7622
ENSDART00000003242	4839.9397	2794.3939	2338.8956	3251.4154	1819.7932	865.0052	505.0867	1017.6854	761.7021	225.1453	424.9988	1813.7314
ENSDART00000003248	49.9655	42.847	58.4677	107.4535	275.4131	1752.9504	58.7386	43.4376	40.3656	46.9918	1521.1835	80.5527
ENSDART00000003252	6132.945	5191.9945	1680.8691	4188.241	2074.7408	2670.5968	3890.8516	3268.5021	1264.8106	339.2905	1984.5884	1301.9871
ENSDART00000003273	233.5764	371.0012	418.1211	241.9536	232.0953	242.3436	221.239	252.1807	320.5697	146.1902	170.5018	168.0394
ENSDART00000003278	32.4211	18.4127	109.6919	22.658	49.9392	203.3159	64.2826	32.4724	97.6081	125.5255	234.4497	85.516
ENSDART00000003293	1311.7406	780.9727	375.7316	1184.0459	426.1123	1089.895	939.4748	629.7932	487.7127	392.7596	740.3437	664.7212
ENSDART00000003296	4443.9041	2869.4017	2696.4728	2892.8342	3548.359	2966.9616	3739.1737	3217.2301	3251.0983	744.4727	1461.475	2521.0619
