ID	ZT00	ZT04	ZT08	ZT12	ZT16	ZT20	ZT24	ZT28	ZT32	ZT36	ZT40	ZT44
AAEL000217	2456.2756	2454.506133	2333.870433	3570.6021	2467.887967	2185.8789	2622.485667	2305.800033	2788.490567	2456.582733	2615.896033	2550.8756
AAEL000219	3986.6095	3845.000567	3623.586067	3072.8679	3684.8085	3892.061267	3130.2909	3751.0529	4652.4558	3895.2541	3902.871133	4535.264967
AAEL000221	6447.6474	6307.634433	6482.425067	5553.3775	6870.0804	6068.351333	5948.55	6254.390333	6763.801567	5955.3367	5165.900767	6296.1033
AAEL000223	74.799	58.55533333	82.41313333	61.53313333	73.16703333	81.47383333	71.98843333	60.4109	65.57646667	58.0182	55.07776667	71.54923333
AAEL000224	457.0269667	489.8934	776.7399	513.5084	488.5782333	469.7612333	376.1457667	563.7399	491.9694667	537.0883	745.1068333	552.3105
AAEL000226	7428.8486	7075.060967	6347.632333	6951.039867	7142.523033	7645.573133	5962.046967	6988.453133	6711.052033	6831.326167	6675.020867	6855.008567
AAEL000227	991.0208	1214.4077	1046.807267	972.6646667	788.1088333	852.9271333	922.0379333	753.1216	665.101	922.6888333	720.7898333	838.1106
AAEL000229	6.6221	9.5681	6.277733333	7.4171	7.693066667	8.3604	7.345766667	6.5227	7.859433333	12.75223333	7.576033333	9.201566667
AAEL000230	2204.9751	2214.0664	1965.065567	1925.019933	1968.652833	2014.240133	2056.650567	2013.391233	2125.693467	3166.586067	2014.8506	2142.340467
AAEL000231	2099.545067	2136.0499	1899.250767	2033.6757	2113.8461	2124.484333	1959.800067	1926.003233	2322.622933	2727.475567	1914.415767	2387.419367
AAEL000234	1413.696733	1816.717567	1237.836433	2369.587467	1569.742233	1415.651267	2158.707933	2275.1707	1592.3712	2427.675533	1764.0357	1588.5116
AAEL000235	6530.064167	6103.4832	6093.3971	5107.3503	6472.7048	6381.055933	5866.9732	6759.2337	6542.392567	6651.4532	6155.7752	6328.0152
AAEL000236	460.8282667	489.2602333	458.8337667	449.6518333	595.9348667	447.0362333	440.5759667	319.0150667	433.4460333	505.1915667	585.9111667	469.1504667
AAEL000238	17.36573333	19.202	38.97013333	17.70673333	26.99106667	15.42296667	13.84833333	23.88903333	18.6691	27.80063333	11.0805	13.81626667
AAEL000239	8014.1373	9963.641833	8271.125	9137.832133	8685.304067	10687.56837	8954.236967	7869.447233	9047.784967	8642.2761	8883.725467	8005.570567
AAEL000240	3151.651067	3019.3171	2859.0094	2979.4042	3041.504267	2880.204867	3385.432933	2928.371933	3068.202667	2842.715733	3053.692067	2832.753667
AAEL000241	1069.1039	1222.981233	1191.260467	1126.981733	1015.659533	1009.539967	1031.784633	920.1387667	815.3023	1013.326667	1414.115667	934.7346
AAEL000242	5851.159633	5374.268533	4495.017233	4388.6302	4184.781433	5675.3583	5542.0771	4502.808567	4934.425933	5291.173967	4744.164633	5180.756633
AAEL000243	7139.1851	7054.9542	7120.2863	6159.118633	6916.3014	6219.2198	6377.753667	7108.909267	6735.220667	7787.994967	5685.475233	3674.6502
AAEL000244	197.0140333	174.3764	153.4016333	206.3848333	130.4856667	110.2434	138.5702333	122.1808333	203.2308667	152.5528	171.9323333	98.22883333
AAEL000245	5260.232167	5635.472267	5335.634967	5178.343533	5165.1157	5283.626967	4775.260767	5134.545267	4863.2151	6245.8798	5207.252833	5155.710367
AAEL000246	4478.570433	3801.071133	3759.4602	4729.0294	4109.0489	4430.6425	3708.281367	3773.225233	3859.389367	4078.7505	4464.894167	4142.649467
AAEL000247	160.076	156.6706667	196.0684667	175.2970333	163.5699	121.8246667	155.8953	201.0113667	169.3073	135.6592667	150.4903667	171.1562333
AAEL000248	4312.174367	3933.720067	4105.8575	4065.437733	3778.952	3756.5249	3833.371867	4159.4754	3790.145767	3419.0854	4312.3317	3439.4136
AAEL000249	1588.784133	2012.7369	1894.994067	1909.401467	1779.680367	1558.149167	1547.1069	1910.404167	1777.830833	1836.002167	2549.663633	1915.791067
AAEL000250	3345.7296	3554.546767	3264.563133	3271.653933	3237.798467	3450.9432	3083.114633	2841.7116	2927.703167	3016.3987	3109.886767	3144.487767
AAEL000251	8406.7327	5963.1873	7236.237733	9262.159467	8363.684367	6994.426233	8456.0985	8464.734367	8370.118333	7843.044167	8213.4009	8471.266033
AAEL000252	1113.238067	1293.0578	1695.660267	1238.391533	1385.435567	1103.872133	1110.554067	1298.1909	1060.758533	1577.745567	1275.384833	1319.918567
AAEL000254	5017.226967	4820.868433	5296.762267	4796.573867	4721.253267	4985.764567	4821.1979	5160.869033	4777.4114	5250.335067	4904.843133	4999.510667
AAEL000255	820.2968667	806.5705333	845.4939	797.1305667	914.2448333	1024.506567	568.3601667	829.7786667	836.3729	896.2770333	988.2873333	731.5312333
