ID	CT18	CT20	CT22	CT24	CT26	CT28	CT30	CT32	CT34	CT36	CT38	CT40	CT42	CT44	CT46	CT48	CT50	CT52	CT54	CT56	CT58	CT60	CT62	CT64
ENSMUSG00000020524	1336.1	1326.9	1472.3	1383.3	1402.6	1524.2	1345.4	1402.6	1452	1204.2	1290.6	958	1272.9	1373.7	1482.5	1422.1	1452	1255.3	1392.9	1364.2	1308.6	1221	1246.7	1204.2
ENSMUSG00000020654	184	237.8	221.9	232.9	244.5	205.6	174.1	229.7	228.2	220.4	212.9	204.2	211.4	231.3	278.9	242.8	244.5	223.5	271.3	244.5	201.4	202.8	228.2	169.3
ENSMUSG00000020734	141.4	164.7	153.7	137.6	143.4	149.5	151.6	154.8	144.4	142.4	147.4	179	147.4	168.2	168.2	156.9	148.5	149.5	148.5	144.4	132	154.8	155.8	145.4
ENSMUSG00000020866	282.8	313.8	313.8	322.7	343.4	360.5	345.8	343.4	286.8	275.1	296.9	231.3	282.8	373.2	355.5	378.4	348.2	370.6	375.8	341.1	309.5	307.4	271.3	277
ENSMUSG00000020893	170.5	215.8	201.4	246.2	241.2	262.1	275.1	254.9	246.2	231.3	198.6	156.9	164.7	228.2	193.2	247.9	249.7	280.9	355.5	301	301	292.8	215.8	225
ENSMUSG00000021180	177.8	180.3	205.6	169.3	179	171.7	193.2	200	194.5	190.5	161.3	145.4	172.9	176.5	197.2	160.2	177.8	179	197.2	202.8	163.6	200	163.6	154.8
ENSMUSG00000021250	72.7	76.3	71.7	120.6	81.2	92	80.1	79.6	68.3	77.4	86.5	83.5	59.9	75.3	80.7	85.3	67.8	74.7	67.8	72.7	90.1	80.7	79.6	65.5
ENSMUSG00000021313	350.6	284.8	373.2	341.1	378.4	363	365.5	341.1	383.7	294.9	336.4	338.7	334	348.2	318.2	290.8	338.7	320.4	329.4	334	331.7	301	318.2	320.4
ENSMUSG00000021536	355.5	437.7	446.9	482.3	428.7	482.3	400	440.8	417	355.5	375.8	280.9	450	492.5	472.4	450	414.1	422.8	456.3	419.9	402.8	400	345.8	320.4
ENSMUSG00000021820	434.7	469.1	502.8	535.2	520.5	565.7	495.9	554	602.1	443.8	450	375.8	502.8	561.8	577.6	520.5	554	550.2	569.6	581.6	542.6	465.9	482.3	456.3
ENSMUSG00000021933	39	34.9	35.8	35.1	35.4	39	38.2	38.7	34.6	33.7	37.9	39	31.4	37.1	34.9	35.1	32.8	33.9	37.1	33.7	33.2	34.4	39.8	42
ENSMUSG00000022220	87.1	100.7	88.9	100	102.8	109.4	97.3	98.6	96.6	100	97.9	81.8	108.7	104.2	94.6	82.9	100	94	107.9	87.7	102.8	94	102.1	101.4
ENSMUSG00000022376	152.6	153.7	136.6	135.7	150.5	149.5	136.6	136.6	141.4	103.5	129.2	116.5	149.5	145.4	174.1	132.9	137.6	125.7	138.5	134.7	116.5	118.9	111	133.8
ENSMUSG00000022416	124	135.7	137.6	141.4	153.7	134.7	129.2	139.5	143.4	138.5	127.5	176.5	137.6	141.4	147.4	131	131	131	135.7	124	129.2	129.2	136.6	126.6
ENSMUSG00000022840	212.9	249.7	228.2	226.6	249.7	232.9	211.4	205.6	251.4	212.9	244.5	189.2	229.7	231.3	246.2	236.2	246.2	228.2	244.5	244.5	242.8	214.4	225	209.9
ENSMUSG00000022994	194.5	180.3	184	182.8	179	181.5	162.5	179	185.3	189.2	181.5	151.6	169.3	172.9	176.5	189.2	165.9	171.7	167	170.5	190.5	172.9	171.7	193.2
ENSMUSG00000023439	75.3	73.2	66	76.8	71.7	64.2	62.9	60.7	73.2	55.5	70.7	83.5	62.9	71.7	66	71.2	64.2	76.8	76.3	66.9	66.4	59.5	68.8	80.1
ENSMUSG00000024112	85.9	65.1	84.7	77.9	87.1	87.7	78.5	67.4	85.3	79	79.6	97.3	80.7	81.2	78.5	82.4	80.7	84.7	90.1	82.9	83.5	70.7	75.3	84.7
ENSMUSG00000024256	186.6	186.6	171.7	209.9	209.9	202.8	137.6	169.3	228.2	174.1	168.2	168.2	151.6	184	176.5	189.2	209.9	217.3	195.9	221.9	218.9	156.9	194.5	181.5
ENSMUSG00000024617	991.8	1041.1	1163.2	1462.1	1062.9	1392.9	1204.2	1070.3	1229.5	1012.6	925.4	906.3	893.8	1070.3	1123.6	1195.9	1163.2	1062.9	1187.6	1092.8	1139.2	991.8	991.8	912.6
ENSMUSG00000024639	721	746.4	767.4	767.4	726	746.4	721	711.1	789	696.4	696.4	619	691.6	778.1	783.5	726	721	691.6	696.4	716	746.4	686.9	645.3	627.7
ENSMUSG00000024960	141.4	144.4	128.3	124	124	124	148.5	111.7	132.9	125.7	136.6	149.5	156.9	144.4	138.5	140.4	141.4	141.4	159.1	140.4	123.1	145.4	120.6	141.4
ENSMUSG00000025739	286.8	231.3	299	334	338.7	277	299	299	350.6	324.9	358	581.6	290.8	271.3	254.9	251.4	296.9	256.7	296.9	280.9	360.5	311.7	368.1	247.9
ENSMUSG00000025892	893.8	756.8	778.1	800	811.2	746.4	805.6	811.2	845.6	721	716	701.3	756.8	851.5	839.8	762.1	845.6	822.5	736.2	762.1	741.3	726	654.3	746.4
ENSMUSG00000025958	465.9	437.7	453.2	440.8	397.2	373.2	368.1	402.8	358	383.7	459.5	313.8	434.7	443.8	469.1	428.7	402.8	411.2	365.5	417	345.8	400	365.5	411.2
ENSMUSG00000026567	22.4	20.3	22.4	19.5	22.5	27.2	25.7	21.5	23.3	24.5	22.4	26.2	24.1	22.1	21	25.3	21.9	28.1	23.5	25.5	22.5	22.1	22.8	26.4
ENSMUSG00000026824	251.4	260.3	280.9	282.8	262.1	254.9	258.5	242.8	307.4	242.8	254.9	198.6	273.2	258.5	246.2	254.9	262.1	256.7	254.9	251.4	249.7	229.7	229.7	249.7
ENSMUSG00000026959	453.2	502.8	472.4	557.9	446.9	573.6	462.7	509.8	475.7	446.9	402.8	353.1	443.8	502.8	524.2	531.5	569.6	524.2	593.8	546.4	531.5	453.2	462.7	428.7
ENSMUSG00000027523	1336.1	1633.6	1524.2	1503.2	1392.9	1633.6	1412.3	1482.5	1345.4	1462.1	1308.6	1513.7	1422.1	1412.3	1462.1	1545.5	1503.2	1503.2	1472.3	1442	1452	1524.2	1354.8	1281.7
ENSMUSG00000027669	190.5	218.9	187.9	220.4	242.8	218.9	218.9	246.2	226.6	220.4	215.8	202.8	198.6	218.9	221.9	212.9	215.8	242.8	232.9	228.2	215.8	217.3	177.8	186.6
ENSMUSG00000028957	162.5	172.9	163.6	170.5	167	186.6	244.5	239.5	205.6	221.9	180.3	139.5	175.3	181.5	189.2	184	165.9	205.6	215.8	242.8	221.9	220.4	186.6	205.6
ENSMUSG00000029064	2082.1	2425.1	2375.2	2294.3	2408.4	2493.3	2111.2	2294.3	2476.1	2262.7	2140.7	1763	2247.1	2326.4	2563.4	2375.2	2510.7	2294.3	2528.1	2342.5	2200.9	2125.9	2111.2	1889.6
ENSMUSG00000029334	99.3	114.9	85.3	79	65.1	63.3	73.2	87.1	70.7	93.3	79.6	76.8	89.5	108.7	119.7	96.6	74.7	67.4	67.8	73.7	68.8	94.6	84.1	68.3
ENSMUSG00000029361	154.8	124	190.5	143.4	176.5	193.2	145.4	138.5	139.5	132	177.8	163.6	163.6	122.3	141.4	124.8	168.2	151.6	167	152.6	171.7	151.6	158	150.5
ENSMUSG00000029663	19.1	17.7	18.2	18.4	21	20.4	17.7	18.9	23.3	21.6	22.5	27	20.2	18.6	21.8	19.3	20.7	21.2	18.6	21.6	21.5	27.5	22.2	25.9
ENSMUSG00000029713	475.7	538.9	538.9	581.6	542.6	606.3	489.1	573.6	546.4	542.6	569.6	550.2	542.6	610.5	602.1	597.9	602.1	585.6	663.5	581.6	606.3	589.7	593.8	569.6
ENSMUSG00000029778	550.2	535.2	516.9	506.3	557.9	535.2	482.3	554	619	475.7	524.2	506.3	506.3	546.4	554	550.2	550.2	546.4	593.8	597.9	527.8	524.2	495.9	431.7
ENSMUSG00000030102	278.9	267.6	269.4	290.8	241.2	275.1	258.5	244.5	334	275.1	220.4	236.2	229.7	229.7	269.4	258.5	231.3	218.9	237.8	239.5	256.7	239.5	223.5	217.3
ENSMUSG00000030209	434.7	475.7	506.3	524.2	482.3	524.2	414.1	440.8	475.7	400	411.2	360.5	443.8	492.5	520.5	443.8	456.3	450	453.2	469.1	450	411.2	365.5	375.8
ENSMUSG00000030592	56.3	57.4	54.7	57	58.2	61.1	63.7	55.9	55.5	53.6	58.2	73.7	56.3	56.3	52.5	56.3	57	63.3	49.7	53.2	55.1	54.7	63.3	71.2
ENSMUSG00000031659	146.4	149.5	147.4	148.5	184	179	172.9	154.8	155.8	172.9	171.7	172.9	143.4	170.5	147.4	137.6	163.6	176.5	161.3	169.3	132	150.5	176.5	161.3
ENSMUSG00000031748	2728.4	3048.4	2785.8	2965.1	2709.6	3091	2653.8	2944.6	2924.3	2805.1	2805.1	1916	2785.8	2904.1	2824.6	2924.3	2844.3	2785.8	2965.1	2864.1	2864.1	2785.8	2672.3	2617.3
ENSMUSG00000032034	60.7	46	53.2	56.6	47.3	64.6	55.9	63.7	61.1	52.1	64.2	61.6	64.2	51.8	50	64.2	63.7	60.3	42.6	71.2	56.3	57.4	54	47.3
ENSMUSG00000032192	215.8	234.6	231.3	226.6	269.4	251.4	229.7	241.2	246.2	251.4	228.2	211.4	231.3	242.8	241.2	241.2	258.5	244.5	254.9	241.2	242.8	220.4	229.7	201.4
ENSMUSG00000032246	217.3	176.5	223.5	208.5	228.2	198.6	195.9	156.9	246.2	200	195.9	214.4	148.5	184	176.5	158	170.5	179	176.5	165.9	212.9	212.9	228.2	237.8
ENSMUSG00000032562	1703	2082.1	1837.9	1942.7	1622.3	1876.5	1714.8	1800.1	1850.7	2053.5	1763	1345.4	1763	1750.9	1800.1	1850.7	1929.3	1763	1997.3	1800.1	1969.8	1800.1	1775.3	1611.1
ENSMUSG00000032766	557.9	721	499.3	465.9	431.7	263.9	402.8	360.5	365.5	627.7	527.8	343.4	672.7	394.5	520.5	479	400	431.7	565.7	475.7	538.9	565.7	450	636.4
ENSMUSG00000033765	46	38.2	43.2	42.3	49	44.4	58.2	43.8	42.3	47.6	41.2	40.1	41.5	43.5	41.5	49.7	43.8	45.4	44.1	38.2	51.1	45.1	44.1	50.7
ENSMUSG00000033981	1513.7	1345.4	1482.5	1462.1	1432	1452	1492.9	1442	1402.6	1246.7	1264.1	1204.2	1412.3	1534.8	1472.3	1442	1556.2	1392.9	1392.9	1402.6	1281.7	1264.1	1255.3	1402.6
ENSMUSG00000036402	606.3	686.9	632	640.9	589.7	546.4	614.8	593.8	606.3	654.3	716	538.9	677.4	569.6	610.5	654.3	561.8	623.3	645.3	593.8	623.3	632	561.8	614.8
ENSMUSG00000036438	6311.9	5533	5649.3	5889.2	5571.5	5808.1	6182	5848.5	5889.2	5162.5	5610.3	4918	5728.2	5610.3	5808.1	5571.5	6182	5533	5126.8	5610.3	5688.6	5808.1	5419.2	5610.3
ENSMUSG00000036438	9700.6	9241.1	9305.4	9435.3	9305.4	9501	9836	9567	9633.6	9051	8988.4	8682.3	9305.4	9241.1	9370.1	8926.4	9700.6	9177.3	9113.9	9241.1	9177.3	9904.4	8988.4	9051
ENSMUSG00000038026	111	119.7	114.1	144.4	132	141.4	107.2	129.2	133.8	122.3	124	125.7	126.6	130.1	139.5	131	125.7	133.8	140.4	132	114.1	124.8	127.5	122.3
ENSMUSG00000038473	348.2	309.5	290.8	294.9	320.4	309.5	267.6	305.3	265.7	327.2	301	327.2	294.9	290.8	331.7	307.4	309.5	296.9	282.8	288.8	271.3	296.9	341.1	229.7
ENSMUSG00000038811	125.7	105	101.4	99.3	112.5	111.7	104.2	97.9	104.2	116.5	105.7	112.5	130.1	90.8	97.9	110.2	109.4	111	103.5	106.4	108.7	128.3	102.8	99.3
ENSMUSG00000039943	746.4	706.2	731.1	845.6	746.4	731.1	677.4	706.2	721	632	746.4	516.9	706.2	811.2	834	741.3	767.4	686.9	726	783.5	649.8	691.6	663.5	654.3
ENSMUSG00000040061	42.6	50.3	42	45.1	51.4	43.8	54.3	47	47.6	53.6	37.4	51.4	45.4	46	49	47.6	42	36.1	45.1	44.8	41.2	43.5	41.5	51.8
ENSMUSG00000041624	269.4	286.8	290.8	320.4	282.8	288.8	296.9	309.5	275.1	258.5	253.2	194.5	254.9	345.8	290.8	307.4	278.9	288.8	288.8	288.8	254.9	262.1	228.2	218.9
ENSMUSG00000042644	67.4	71.7	73.7	71.2	79	77.9	74.2	77.4	72.2	76.8	88.9	81.2	81.8	80.1	74.7	73.7	71.7	80.7	78.5	76.8	77.9	78.5	80.1	91.4
ENSMUSG00000043301	116.5	110.2	121.4	125.7	117.3	115.7	98.6	100	116.5	90.1	95.9	107.2	109.4	107.9	106.4	105.7	122.3	99.3	90.8	94.6	96.6	90.8	101.4	124.8
ENSMUSG00000048240	408.4	513.4	524.2	538.9	531.5	499.3	434.7	489.1	499.3	535.2	502.8	485.7	456.3	485.7	472.4	524.2	485.7	469.1	527.8	475.7	509.8	502.8	475.7	440.8
ENSMUSG00000049892	263.9	524.2	324.9	225	130.1	217.3	200	256.7	221.9	509.8	485.7	215.8	358	397.2	345.8	294.9	184	215.8	229.7	232.9	322.7	502.8	509.8	311.7
ENSMUSG00000050901	32.1	29.7	32.5	33.9	35.1	35.1	39.8	36.6	36.1	41.5	33.7	42.9	37.1	36.6	33.9	34.6	40.9	37.4	34.6	35.4	36.1	31.9	33.9	42.3
ENSMUSG00000050965	316	437.7	381.1	431.7	307.4	348.2	318.2	368.1	313.8	363	331.7	253.2	345.8	386.4	456.3	419.9	336.4	322.7	358	338.7	284.8	370.6	290.8	303.1
ENSMUSG00000051177	358	355.5	373.2	428.7	417	417	360.5	378.4	422.8	358	355.5	290.8	363	383.7	419.9	408.4	389.1	358	378.4	383.7	375.8	370.6	316	316
ENSMUSG00000051331	265.7	282.8	292.8	267.6	267.6	277	256.7	249.7	256.7	221.9	241.2	231.3	247.9	301	296.9	267.6	258.5	273.2	253.2	249.7	251.4	237.8	217.3	278.9
ENSMUSG00000052889	577.6	581.6	585.6	606.3	589.7	619	531.5	550.2	632	569.6	550.2	462.7	542.6	569.6	597.9	573.6	573.6	577.6	610.5	614.8	619	569.6	546.4	446.9
ENSMUSG00000052920	228.2	218.9	234.6	204.2	232.9	218.9	225	211.4	229.7	231.3	208.5	232.9	201.4	212.9	209.9	218.9	208.5	218.9	223.5	211.4	185.3	211.4	208.5	221.9
ENSMUSG00000053819	546.4	535.2	546.4	589.7	535.2	565.7	482.3	535.2	557.9	524.2	489.1	450	527.8	542.6	569.6	538.9	546.4	546.4	513.4	550.2	527.8	499.3	492.5	489.1
ENSMUSG00000054764	33.9	43.8	30.8	33.2	31.9	31.4	29.3	30.1	25.3	26.4	36.3	32.5	30.1	33.9	43.8	33	23.2	33.9	28.3	31.4	31	29.1	25	31.2
ENSMUSG00000055866	144.4	145.4	149.5	143.4	165.9	197.2	215.8	271.3	232.9	247.9	218.9	172.9	150.5	156.9	143.4	155.8	160.2	207.1	237.8	239.5	249.7	309.5	218.9	171.7
ENSMUSG00000057378	217.3	208.5	253.2	220.4	232.9	226.6	226.6	197.2	202.8	197.2	202.8	205.6	209.9	242.8	218.9	195.9	223.5	232.9	231.3	201.4	212.9	180.3	193.2	228.2
ENSMUSG00000057614	1281.7	1534.8	1503.2	1462.1	1452	1364.2	1336.1	1317.7	1402.6	1462.1	1534.8	1345.4	1452	1364.2	1402.6	1354.8	1432	1345.4	1462.1	1354.8	1412.3	1373.7	1373.7	1422.1
ENSMUSG00000057897	721	863.4	893.8	991.8	906.3	1070.3	778.1	951.4	984.9	783.5	767.4	649.8	881.5	998.7	951.4	1019.6	1077.8	991.8	1026.7	951.4	912.6	811.2	794.5	789
ENSMUSG00000059003	164.7	116.5	174.1	181.5	179	174.1	155.8	160.2	175.3	137.6	143.4	145.4	150.5	140.4	156.9	146.4	137.6	137.6	142.4	170.5	140.4	127.5	176.5	128.3
ENSMUSG00000063065	414.1	557.9	482.3	520.5	450	495.9	450	465.9	485.7	524.2	489.1	303.1	502.8	479	516.9	524.2	485.7	502.8	561.8	495.9	538.9	527.8	453.2	465.9
ENSMUSG00000063130	30.8	26.2	24.8	23.7	25.2	23.7	30.8	24	29.5	22.2	28.3	38.4	25.3	24.7	25.5	25.9	26.2	24.5	24	27.4	25	26.4	33.2	32.5
ENSMUSG00000063358	1221	1442	1412.3	1442	1336.1	1452	1229.5	1317.7	1432	1272.9	1264.1	783.5	1354.8	1392.9	1442	1472.3	1412.3	1308.6	1412.3	1354.8	1442	1195.9	1187.6	1123.6
ENSMUSG00000063594	214.4	184	208.5	143.4	147.4	136.6	189.2	187.9	171.7	294.9	249.7	249.7	214.4	155.8	146.4	154.8	144.4	184	204.2	169.3	232.9	263.9	212.9	247.9
ENSMUSG00000068523	1108.1	1422.1	1281.7	1308.6	1264.1	1055.6	1171.3	1077.8	1255.3	1492.9	1281.7	1775.3	1402.6	1155.1	1299.6	1246.7	1179.4	1163.2	1139.2	1163.2	1229.5	1600	1326.9	1534.8
ENSMUSG00000068523	200	280.9	249.7	265.7	236.2	205.6	212.9	236.2	239.5	246.2	236.2	174.1	265.7	242.8	271.3	267.6	229.7	217.3	249.7	246.2	251.4	262.1	239.5	262.1
ENSMUSG00000099269	22.5	18.9	18	17.4	17.1	17.8	22.8	16.7	19.5	17.8	24	21	18.9	18.4	20.3	16.7	19.5	19.1	16.6	20.9	16.7	17.9	16	20
